"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"51154",12439,2003-07-08,"MAZIWA",9.1,"(9,12]",5,"FORAGE",1,0,0
"51155",12440,2003-07-08,"BONY HERRING",6.2,"(6,9]",11,"REST",3,0,0
"51158",12441,2003-07-08,"MAZIWA",8.8,"(6,9]",26,"FORAGE",1,0,0
"51160",12442,2003-07-08,"BONY HERRING",7.6,"(6,9]",6,"TRAVEL",7,0,0
"51167",12443,2003-07-08,"BONY HERRING",13,"(12,15]",8,"REST",5,0,0
"51172",12444,2003-07-08,"BONY HERRING",7,"(6,9]",18,"FORAGE",2,0,0
"51179",12447,2003-07-08,"BONY HERRING",9.6,"(9,12]",5,"FORAGE",2,0,0
"51195",12450,2003-07-08,"BONY HERRING",9.6,"(9,12]",9,"REST",5,0,0
"51200",12451,2003-07-08,"BONY HERRING",6,"(3,6]",13,"REST",10,0,0
"51210",12452,2003-07-08,"BONY HERRING",9.1,"(9,12]",5,"FORAGE",3,0,0
"51213",12453,2003-07-08,"BONY HERRING",8.2,"(6,9]",9,"REST",4,0,0
"51217",12454,2003-07-08,"BONY HERRING",2,"(0,3]",5,"REST",2,0,0
"51219",12455,2003-07-08,"BONY HERRING",7.3,"(6,9]",5,"SOCIAL",3,0,0
"51222",12456,2003-07-08,"BONY HERRING",9,"(6,9]",27,"FORAGE",17,0,1
"51239",12457,2003-07-09,"MAZIWA",1.8,"(0,3]",19,"TRAVEL",5,0,0
"51244",12458,2003-07-09,"BONY HERRING",9.4,"(9,12]",27,"FORAGE",6,0,1
"51262",12462,2003-07-09,"BONY HERRING",8.6,"(6,9]",5,"REST",5,0,0
"51282",12464,2003-07-09,"BONY HERRING",15,"(12,15]",5,"FORAGE",2,0,0
"51284",12465,2003-07-09,"BONY HERRING",4,"(3,6]",12,"FORAGE",2,0,0
"51288",12467,2003-07-09,"BONY HERRING",8.2,"(6,9]",9,"FORAGE",2,0,0
"51300",12469,2003-07-09,"BONY HERRING",8.9,"(6,9]",10,"UNKNOWN",2,0,0
"51304",12470,2003-07-09,"MAZIWA",4.6,"(3,6]",29,"SOCIAL",20,0,1
"51320",12471,2003-07-09,"BONY HERRING",3.3,"(3,6]",7,"FORAGE",10,0,0
"51330",12472,2003-07-09,"MAZIWA",3,"(0,3]",11,"TRAVEL",4,0,1
"51334",12473,2003-07-09,"BONY HERRING",4,"(3,6]",5,"REST",7,0,0
"51341",12474,2003-07-09,"MAZIWA",4,"(3,6]",25,"TRAVEL",NA,0,0
"51353",12475,2003-07-09,"BONY HERRING",8.2,"(6,9]",11,"SOCIAL",10,0,0
"51363",12476,2003-07-09,"MAZIWA",5.8,"(3,6]",21,"REST",2,0,0
"51365",12477,2003-07-10,"MAZIWA",2.1,"(0,3]",5,"FORAGE",2,0,0
"51367",12478,2003-07-10,"BONY HERRING",6.7,"(6,9]",10,"TRAVEL",NA,0,0
"51378",12479,2003-07-10,"BONY HERRING",10.2,"(9,12]",14,"TRAVEL",7,0,0
"51385",12480,2003-07-10,"MAZIWA",1.5,"(0,3]",5,"TRAVEL",6,0,1
"51392",12481,2003-07-10,"BONY HERRING",5.3,"(3,6]",5,"REST",2,0,0
"51394",12482,2003-07-10,"MAZIWA",3,"(0,3]",2,"TRAVEL",2,0,0
"51396",12483,2003-07-13,"MAZIWA",6,"(3,6]",7,"FORAGE",2,0,1
"51398",12484,2003-07-13,"MAZIWA",9.1,"(9,12]",10,"REST",2,0,0
"51400",12485,2003-07-13,"BONY HERRING",6,"(3,6]",21,"REST",10,0,1
"51411",12486,2003-07-13,"MAZIWA",1.8,"(0,3]",30,"TRAVEL",2,0,1
"51414",12487,2003-07-13,"BONY HERRING",1.6,"(0,3]",10,"FORAGE",1,0,0
"51415",12488,2003-07-13,"MAZIWA",1.8,"(0,3]",16,"FORAGE",1,0,0
"51422",12490,2003-07-13,"BONY HERRING",10.8,"(9,12]",17,"REST",10,0,0
"51432",12491,2003-07-13,"MAZIWA",2.7,"(0,3]",12,"SOCIAL",4,0,1
"51448",12493,2003-07-13,"MAZIWA",2.7,"(0,3]",14,"FORAGE",1,0,0
"51449",12494,2003-07-13,"MAZIWA",9.1,"(9,12]",10,"FORAGE",1,0,1
"51450",12495,2003-07-13,"BONY HERRING",2.1,"(0,3]",22,"SOCIAL",NA,0,0
"51460",12496,2003-07-17,"BONY HERRING",2.5,"(0,3]",5,"FORAGE",1,0,0
"51461",12497,2003-07-17,"BONY HERRING",2.1,"(0,3]",5,"FORAGE",2,0,0
"51463",12498,2003-07-17,"BONY HERRING",3.5,"(3,6]",18,"TRAVEL",5,0,0
"51468",12499,2003-07-17,"BONY HERRING",3,"(0,3]",11,"UNKNOWN",6,0,1
"51474",12500,2003-07-17,"BONY HERRING",1.4,"(0,3]",6,"FORAGE",1,0,0
"51475",12501,2003-07-17,"BONY HERRING",1.7,"(0,3]",10,"FORAGE",4,0,0
"51480",12502,2003-07-19,"MAZIWA",4.3,"(3,6]",10,"FORAGE",1,0,0
"51481",12503,2003-07-19,"MAZIWA",2.1,"(0,3]",5,"FORAGE",2,0,0
"51483",12504,2003-07-19,"MAZIWA",2.1,"(0,3]",13,"FORAGE",3,0,0
"51486",12505,2003-07-19,"BONY HERRING",9.4,"(9,12]",11,"FORAGE",4,0,1
"51490",12506,2003-07-19,"MAZIWA",4.6,"(3,6]",6,"FORAGE",1,0,1
"51491",12507,2003-07-19,"MAZIWA",2.1,"(0,3]",13,"SOCIAL",3,0,1
"51495",12508,2003-07-19,"BONY HERRING",10.5,"(9,12]",5,"FORAGE",2,0,0
"51497",12509,2003-07-19,"MAZIWA",2.7,"(0,3]",6,"FORAGE",2,0,0
"51499",12510,2003-07-19,"BONY HERRING",11.9,"(9,12]",13,"FORAGE",6,0,1
"51504",12511,2003-07-19,"MAZIWA",3,"(0,3]",5,"FORAGE",1,0,0
"51505",12512,2003-07-19,"MAZIWA",7.6,"(6,9]",30,"REST",6,0,0
"51511",12513,2003-07-19,"BONY HERRING",13.9,"(12,15]",12,"FORAGE",2,0,0
"51513",12514,2003-07-19,"MAZIWA",10.7,"(9,12]",5,"FORAGE",1,0,0
"51514",12515,2003-07-19,"BONY HERRING",12.4,"(12,15]",8,"FORAGE",2,0,1
"51516",12516,2003-07-19,"MAZIWA",7.6,"(6,9]",24,"TRAVEL",2,0,0
"51518",12517,2003-07-19,"BONY HERRING",11.7,"(9,12]",7,"FORAGE",1,0,0
"51519",12518,2003-07-19,"BONY HERRING",11.8,"(9,12]",7,"FORAGE",1,0,0
"51520",12519,2003-07-19,"BONY HERRING",11.4,"(9,12]",5,"FORAGE",1,0,0
"51521",12520,2003-07-19,"BONY HERRING",11.4,"(9,12]",9,"REST",10,0,0
"51531",12521,2003-07-19,"MAZIWA",3.4,"(3,6]",24,"FORAGE",1,0,0
"51532",12522,2003-07-19,"MAZIWA",3.7,"(3,6]",5,"REST",2,0,0
"51534",12523,2003-07-19,"BONY HERRING",11.6,"(9,12]",13,"REST",10,0,1
"51544",12524,2003-07-20,"MAZIWA",4.9,"(3,6]",19,"SOCIAL",7,0,0
"51551",12525,2003-07-20,"MAZIWA",4.9,"(3,6]",9,"TRAVEL",11,0,0
"51562",12526,2003-07-22,"MAZIWA",1.5,"(0,3]",12,"FORAGE",1,0,0
"51564",12527,2003-07-24,"BONY HERRING",4,"(3,6]",7,"REST",4,0,0
"51568",12528,2003-07-24,"BONY HERRING",1.5,"(0,3]",19,"FORAGE",7,0,1
"51575",12529,2003-07-24,"BONY HERRING",3,"(0,3]",12,"REST",4,0,0
"51579",12530,2003-07-25,"MAZIWA",2.1,"(0,3]",13,"FORAGE",NA,0,1
"51585",12531,2003-07-25,"BONY HERRING",7.8,"(6,9]",6,"FORAGE",2,0,0
"51587",12532,2003-07-25,"MAZIWA",1.2,"(0,3]",5,"FORAGE",1,0,0
"51588",12533,2003-07-25,"BONY HERRING",9.4,"(9,12]",9,"FORAGE",3,0,0
"51591",12534,2003-07-25,"MAZIWA",4.9,"(3,6]",10,"SOCIAL",15,0,1
"51606",12535,2003-07-25,"BONY HERRING",5.6,"(3,6]",7,"TRAVEL",4,0,0
"51610",12536,2003-07-25,"BONY HERRING",7.9,"(6,9]",8,"TRAVEL",4,0,0
"51614",12537,2003-07-25,"BONY HERRING",2.5,"(0,3]",8,"UNKNOWN",2,0,0
"51616",12538,2003-07-25,"BONY HERRING",7.2,"(6,9]",11,"TRAVEL",6,0,0
"51622",12539,2003-07-25,"BONY HERRING",10.1,"(9,12]",5,"FORAGE",1,0,0
"51623",12540,2003-07-25,"BONY HERRING",6.8,"(6,9]",11,"TRAVEL",3,0,0
"51626",12541,2003-07-25,"BONY HERRING",7.6,"(6,9]",7,"FORAGE",3,0,0
"51629",12542,2003-07-25,"BONY HERRING",10,"(9,12]",35,"TRAVEL",3,0,0
"51632",12543,2003-07-25,"BONY HERRING",NA,NA,18,"SOCIAL",6,0,0
"51638",12544,2003-07-25,"BONY HERRING",9.4,"(9,12]",8,"TRAVEL",3,0,0
"51641",12545,2003-07-25,"BONY HERRING",10.4,"(9,12]",12,"TRAVEL",3,0,0
"51644",12546,2003-07-25,"BONY HERRING",6.9,"(6,9]",6,"REST",7,0,0
"51651",12547,2003-07-25,"BONY HERRING",5.4,"(3,6]",29,"FORAGE",NA,0,0
"51661",12548,2003-07-25,"BONY HERRING",6.8,"(6,9]",13,"FORAGE",6,0,0
"51667",12549,2003-07-26,"BONY HERRING",12.6,"(12,15]",21,"REST",18,0,0
"51685",12550,2003-07-26,"MAZIWA",1.5,"(0,3]",30,"REST",9,0,0
"51694",12551,2003-07-26,"BONY HERRING",10.6,"(9,12]",6,"FORAGE",2,0,0
"51696",12552,2003-07-26,"BONY HERRING",8.2,"(6,9]",18,"FORAGE",NA,0,0
"51711",12553,2003-07-26,"BONY HERRING",7.4,"(6,9]",10,"REST",NA,0,0
"51729",12554,2003-07-26,"BONY HERRING",8.7,"(6,9]",7,"REST",3,0,0
"51732",12555,2003-07-26,"BONY HERRING",5.8,"(3,6]",17,"REST",11,0,0
"51743",12556,2003-07-26,"BONY HERRING",12,"(9,12]",12,"FORAGE",NA,0,0
"51758",12557,2003-07-26,"MAZIWA",7,"(6,9]",16,"TRAVEL",1,0,0
"51762",12558,2003-07-26,"BONY HERRING",NA,NA,7,"UNKNOWN",3,0,0
"51765",12559,2003-07-27,"BONY HERRING",NA,NA,43,"UNKNOWN",6,0,0
"51771",12560,2003-07-27,"MAZIWA",7.3,"(6,9]",8,"FORAGE",2,0,0
"51773",12561,2003-07-27,"MAZIWA",6.4,"(6,9]",6,"TRAVEL",3,0,1
"51776",12562,2003-07-27,"MAZIWA",7.3,"(6,9]",17,"TRAVEL",5,0,1
"51781",12563,2003-07-27,"BONY HERRING",9.2,"(9,12]",7,"FORAGE",4,0,1
"51785",12564,2003-07-27,"MAZIWA",3.7,"(3,6]",26,"REST",6,0,0
"51793",12565,2003-07-27,"BONY HERRING",1.5,"(0,3]",6,"FORAGE",5,0,0
"51798",12566,2003-07-27,"BONY HERRING",8.4,"(6,9]",8,"TRAVEL",4,0,0
"51802",12567,2003-07-27,"MAZIWA",2.1,"(0,3]",11,"FORAGE",NA,0,0
"51805",12568,2003-07-27,"MAZIWA",10.1,"(9,12]",6,"FORAGE",1,0,0
"51806",12569,2003-07-27,"BONY HERRING",7.6,"(6,9]",6,"FORAGE",3,0,1
"51809",12570,2003-07-27,"BONY HERRING",1.5,"(0,3]",6,"FORAGE",3,0,1
"51812",12571,2003-07-27,"BONY HERRING",8.8,"(6,9]",9,"UNKNOWN",3,0,0
"51815",12572,2003-07-27,"BONY HERRING",1.9,"(0,3]",18,"SOCIAL",4,0,0
"51819",12573,2003-07-27,"MAZIWA",9.1,"(9,12]",14,"SOCIAL",5,0,1
"51824",12574,2003-07-27,"MAZIWA",9.5,"(9,12]",15,"TRAVEL",5,0,0
"51829",12575,2003-07-27,"BONY HERRING",5.6,"(3,6]",16,"SOCIAL",NA,0,0
"51844",12576,2003-07-27,"BONY HERRING",8.8,"(6,9]",13,"SOCIAL",2,0,0
"51846",12577,2003-07-27,"BONY HERRING",2.6,"(0,3]",6,"FORAGE",1,0,0
"51847",12578,2003-07-27,"BONY HERRING",9.2,"(9,12]",6,"FORAGE",3,0,0
"51850",12579,2003-07-27,"BONY HERRING",2.3,"(0,3]",11,"FORAGE",3,0,1
"51853",12580,2003-07-27,"BONY HERRING",3.8,"(3,6]",15,"FORAGE",7,0,0
"51860",12581,2003-07-27,"BONY HERRING",4.2,"(3,6]",36,"FORAGE",6,0,0
"51866",12582,2003-07-28,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",2,0,0
"51868",12583,2003-07-28,"BONY HERRING",7,"(6,9]",7,"FORAGE",2,0,1
"51870",12584,2003-07-28,"MAZIWA",3,"(0,3]",6,"REST",4,0,1
"51874",12585,2003-07-28,"BONY HERRING",1.4,"(0,3]",12,"FORAGE",3,0,0
"51877",12586,2003-07-28,"BONY HERRING",3.6,"(3,6]",10,"REST",9,0,0
"51886",12587,2003-07-28,"MAZIWA",4.9,"(3,6]",11,"REST",13,0,0
"51899",12588,2003-07-28,"BONY HERRING",7.2,"(6,9]",11,"SOCIAL",7,0,0
"51906",12589,2003-07-29,"MAZIWA",1.2,"(0,3]",5,"TRAVEL",5,0,0
"51911",12590,2003-07-30,"MAZIWA",3.7,"(3,6]",10,"FORAGE",1,0,0
"51914",12591,2003-07-30,"MAZIWA",4,"(3,6]",6,"FORAGE",4,0,0
"51918",12592,2003-07-30,"BONY HERRING",5,"(3,6]",8,"TRAVEL",5,0,0
"51923",12593,2003-07-30,"BONY HERRING",2.1,"(0,3]",6,"TRAVEL",4,0,1
"51928",12594,2003-07-30,"BONY HERRING",10.6,"(9,12]",7,"SOCIAL",5,0,1
"51933",12595,2003-07-30,"BONY HERRING",5.4,"(3,6]",5,"FORAGE",1,0,0
"51934",12596,2003-07-30,"BONY HERRING",9.4,"(9,12]",11,"SOCIAL",5,0,0
"51939",12597,2003-07-31,"BONY HERRING",4,"(3,6]",5,"REST",4,0,1
"51943",12598,2003-07-31,"BONY HERRING",4.4,"(3,6]",19,"SOCIAL",8,0,0
"51951",12599,2003-07-31,"BONY HERRING",4.3,"(3,6]",8,"FORAGE",6,0,1
"51957",12600,2003-07-31,"MAZIWA",4,"(3,6]",5,"REST",2,0,0
"51959",12601,2003-08-01,"MAZIWA",4.3,"(3,6]",5,"TRAVEL",2,0,0
"51961",12602,2003-08-01,"MAZIWA",2.1,"(0,3]",5,"FORAGE",1,0,0
"51962",12603,2003-08-01,"MAZIWA",4,"(3,6]",12,"TRAVEL",9,0,0
"51971",12604,2003-08-02,"BONY HERRING",NA,NA,5,"UNKNOWN",1,0,0
"51972",12605,2003-08-02,"BONY HERRING",2.3,"(0,3]",10,"FORAGE",7,0,0
"51979",12606,2003-08-02,"MAZIWA",7.9,"(6,9]",5,"REST",1,0,0
"51980",12607,2003-08-02,"MAZIWA",7,"(6,9]",16,"TRAVEL",3,0,0
"51985",12608,2003-08-02,"MAZIWA",1.8,"(0,3]",5,"FORAGE",1,0,0
"51986",12609,2003-08-02,"BONY HERRING",4,"(3,6]",6,"FORAGE",2,0,0
"51988",12610,2003-08-02,"BONY HERRING",7.6,"(6,9]",5,"FORAGE",2,0,1
"51990",12611,2003-08-02,"MAZIWA",6,"(3,6]",6,"FORAGE",1,0,0
"51991",12612,2003-08-02,"MAZIWA",4.6,"(3,6]",5,"REST",2,0,0
"51993",12613,2003-08-02,"BONY HERRING",7.1,"(6,9]",20,"UNKNOWN",7,0,0
"52000",12614,2003-08-02,"MAZIWA",9.5,"(9,12]",46,"REST",NA,0,0
"52013",12615,2003-08-02,"BONY HERRING",1.9,"(0,3]",5,"REST",5,0,0
"52018",12616,2003-08-02,"BONY HERRING",5.5,"(3,6]",7,"REST",6,0,1
"52024",12617,2003-08-02,"MAZIWA",9.5,"(9,12]",13,"FORAGE",1,0,0
"52025",12618,2003-08-02,"MAZIWA",9.5,"(9,12]",5,"FORAGE",2,0,0
"52027",12619,2003-08-02,"MAZIWA",9.6,"(9,12]",12,"TRAVEL",2,0,0
"52029",12620,2003-08-02,"MAZIWA",8.8,"(6,9]",8,"REST",3,0,0
"52032",12621,2003-08-02,"MAZIWA",7,"(6,9]",12,"REST",9,0,0
"52041",12622,2003-08-02,"BONY HERRING",9.6,"(9,12]",8,"SOCIAL",7,0,1
"52048",12623,2003-08-03,"MAZIWA",4.6,"(3,6]",6,"FORAGE",3,0,0
"52051",12624,2003-08-03,"MAZIWA",4,"(3,6]",10,"FORAGE",2,0,0
"52053",12625,2003-08-06,"MAZIWA",0.9,"(0,3]",12,"TRAVEL",6,0,0
"52063",12626,2003-08-06,"MAZIWA",6.4,"(6,9]",6,"TRAVEL",3,0,0
"52066",12627,2003-08-06,"MAZIWA",0.9,"(0,3]",7,"REST",2,0,0
"52068",12628,2003-08-06,"MAZIWA",1.2,"(0,3]",9,"SOCIAL",9,0,0
"52077",12629,2003-08-06,"MAZIWA",4.3,"(3,6]",5,"TRAVEL",2,0,0
"52079",12630,2003-08-06,"BONY HERRING",1.6,"(0,3]",7,"FORAGE",8,0,0
"52087",12631,2003-08-06,"BONY HERRING",7,"(6,9]",5,"FORAGE",4,0,0
"52091",12632,2003-08-06,"MAZIWA",5.2,"(3,6]",8,"TRAVEL",3,0,0
"52094",12633,2003-08-06,"MAZIWA",4.4,"(3,6]",23,"REST",10,0,0
"52104",12634,2003-08-06,"MAZIWA",3.7,"(3,6]",7,"REST",11,0,0
"52115",12635,2003-08-06,"BONY HERRING",5.2,"(3,6]",7,"SOCIAL",7,0,0
"52122",12636,2003-08-06,"GENE MACHINE",10.2,"(9,12]",8,"TRAVEL",3,0,0
"52125",12637,2003-08-06,"GENE MACHINE",10,"(9,12]",11,"FORAGE",1,0,0
"52126",12638,2003-08-06,"BONY HERRING",10.6,"(9,12]",5,"TRAVEL",4,0,0
"52130",12639,2003-08-06,"GENE MACHINE",3.8,"(3,6]",12,NA,5,0,0
"52135",12640,2003-08-09,"MAZIWA",2.9,"(0,3]",5,"FORAGE",2,0,0
"52137",12641,2003-08-09,"BONY HERRING",10.6,"(9,12]",12,"TRAVEL",2,0,0
"52139",12642,2003-08-09,"MAZIWA",2.7,"(0,3]",12,"FORAGE",1,0,0
"52140",12643,2003-08-09,"BONY HERRING",10.8,"(9,12]",10,"FORAGE",2,0,0
"52142",12644,2003-08-09,"GENE MACHINE",1.5,"(0,3]",5,NA,2,0,0
"52144",12645,2003-08-09,"GENE MACHINE",2.1,"(0,3]",25,NA,1,0,0
"52148",12646,2003-08-09,"BONY HERRING",9.4,"(9,12]",17,"REST",8,0,0
"52156",12647,2003-08-09,"MAZIWA",4,"(3,6]",22,"FORAGE",14,0,0
"52170",12648,2003-08-09,"BONY HERRING",1.4,"(0,3]",12,"FORAGE",2,0,0
"52172",12649,2003-08-09,"BONY HERRING",1.9,"(0,3]",21,"UNKNOWN",5,0,0
"52181",12650,2003-08-09,"GENE MACHINE",9.2,"(9,12]",5,"FORAGE",2,0,0
"52183",12651,2003-08-09,"BONY HERRING",8,"(6,9]",6,"REST",13,0,0
"52196",12652,2003-08-09,"BONY HERRING",8.4,"(6,9]",10,"REST",3,0,0
"52199",12653,2003-08-09,"GENE MACHINE",5.9,"(3,6]",5,"FORAGE",1,0,0
"52200",12654,2003-08-09,"BONY HERRING",2.4,"(0,3]",7,"REST",6,0,0
"52208",12655,2003-08-09,"GENE MACHINE",10,"(9,12]",6,"FORAGE",2,0,0
"52210",12656,2003-08-09,"GENE MACHINE",7.1,"(6,9]",5,"FORAGE",1,0,0
"52211",12657,2003-08-09,"GENE MACHINE",6.6,"(6,9]",5,"FORAGE",1,0,0
"52212",12658,2003-08-09,"BONY HERRING",6.7,"(6,9]",15,"REST",6,0,0
"52218",12659,2003-08-09,"GENE MACHINE",4,"(3,6]",5,"SOCIAL",7,0,0
"52225",12660,2003-08-09,"BONY HERRING",3,"(0,3]",5,"REST",6,0,0
"52232",12661,2003-08-10,"MAZIWA",4.9,"(3,6]",1,"FORAGE",1,0,0
"52233",12662,2003-08-10,"MAZIWA",9.1,"(9,12]",5,"FORAGE",2,0,0
"52235",12663,2003-08-12,"MAZIWA",5.2,"(3,6]",4,"FORAGE",1,0,0
"52236",12664,2003-08-12,"MAZIWA",5.5,"(3,6]",7,"SOCIAL",7,0,0
"52243",12665,2003-08-12,"BONY HERRING",8.1,"(6,9]",14,"FORAGE",NA,0,0
"52258",12666,2003-08-13,"MAZIWA",5,"(3,6]",5,"FORAGE",1,0,0
"52259",12667,2003-08-13,"BONY HERRING",8.3,"(6,9]",7,"FORAGE",6,0,0
"52266",12668,2003-08-13,"MAZIWA",8.8,"(6,9]",7,"FORAGE",1,0,0
"52267",12669,2003-08-13,"MAZIWA",2.8,"(0,3]",12,"FORAGE",2,0,0
"52269",12670,2003-08-13,"MAZIWA",5.2,"(3,6]",18,"TRAVEL",2,0,1
"52274",12671,2003-08-13,"BONY HERRING",8.8,"(6,9]",12,"FORAGE",5,0,1
"52279",12672,2003-08-13,"BONY HERRING",4.3,"(3,6]",6,"FORAGE",1,0,0
"52280",12673,2003-08-13,"BONY HERRING",5.6,"(3,6]",6,"FORAGE",2,0,0
"52282",12674,2003-08-13,"MAZIWA",7.3,"(6,9]",14,"FORAGE",5,0,0
"52287",12675,2003-08-13,"BONY HERRING",1.8,"(0,3]",5,"FORAGE",1,0,0
"52288",12676,2003-08-13,"MAZIWA",8.5,"(6,9]",5,NA,7,0,0
"52295",12677,2003-08-13,"BONY HERRING",3.5,"(3,6]",8,"FORAGE",2,0,0
"52297",12678,2003-08-14,"MAZIWA",4.6,"(3,6]",8,"FORAGE",1,0,0
"52298",12679,2003-08-14,"MAZIWA",2,"(0,3]",5,"TRAVEL",2,0,0
"52300",12680,2003-08-14,"MAZIWA",1.4,"(0,3]",6,"TRAVEL",1,0,0
"52301",12681,2003-08-14,"BONY HERRING",NA,NA,5,"OTHER",2,0,1
"52303",12682,2003-08-14,"MAZIWA",3,"(0,3]",8,"FORAGE",5,0,0
"52308",12683,2003-08-14,"BONY HERRING",7.5,"(6,9]",5,"UNKNOWN",NA,0,1
"52313",12684,2003-08-14,"GENE MACHINE",3.5,"(3,6]",35,NA,2,0,1
"52316",12685,2003-08-14,"BONY HERRING",9.1,"(9,12]",9,"TRAVEL",6,0,0
"52324",12686,2003-08-14,"GENE MACHINE",6.9,"(6,9]",5,NA,2,0,0
"52326",12687,2003-08-14,"BONY HERRING",7,"(6,9]",6,"TRAVEL",4,0,0
"52330",12688,2003-08-14,"MAZIWA",5.2,"(3,6]",12,"FORAGE",2,0,0
"52332",12689,2003-08-14,"BONY HERRING",2.2,"(0,3]",7,"FORAGE",3,0,0
"52335",12690,2003-08-14,"GENE MACHINE",3.6,"(3,6]",19,NA,3,0,1
"52339",12691,2003-08-15,"MAZIWA",3.7,"(3,6]",5,"REST",2,0,0
"52341",12692,2003-08-15,"MAZIWA",0.9,"(0,3]",7,"TRAVEL",2,0,0
"52343",12693,2003-08-15,"MAZIWA",7.9,"(6,9]",30,"REST",4,0,0
"52349",12694,2003-08-15,"BONY HERRING",7.4,"(6,9]",5,"FORAGE",3,0,0
"52352",12695,2003-08-15,"BONY HERRING",13.2,"(12,15]",6,NA,3,0,0
"52356",12696,2003-08-15,"MAZIWA",8.5,"(6,9]",7,"REST",2,0,1
"52358",12697,2003-08-15,"MAZIWA",8.5,"(6,9]",17,"TRAVEL",2,0,1
"52360",12698,2003-08-15,"BONY HERRING",8.4,"(6,9]",7,"FORAGE",2,0,0
"52362",12699,2003-08-15,"MAZIWA",8.5,"(6,9]",5,"TRAVEL",1,0,0
"52363",12700,2003-08-15,"MAZIWA",7.3,"(6,9]",7,"FORAGE",2,0,0
"52365",12701,2003-08-15,"BONY HERRING",10.6,"(9,12]",5,"TRAVEL",3,0,0
"52368",12702,2003-08-15,"MAZIWA",2.4,"(0,3]",19,"TRAVEL",9,0,1
"52377",12703,2003-08-15,"MAZIWA",5.5,"(3,6]",11,"FORAGE",1,0,0
"52378",12704,2003-08-16,"BONY HERRING",NA,NA,5,"UNKNOWN",6,0,0
"52384",12705,2003-08-16,"BONY HERRING",5.4,"(3,6]",5,"REST",2,0,0
"52386",12706,2003-08-16,"MAZIWA",3.4,"(3,6]",18,"REST",5,0,0
"52391",12707,2003-08-16,"BONY HERRING",2,"(0,3]",18,"FORAGE",3,0,0
"52394",12708,2003-08-16,"BONY HERRING",8.4,"(6,9]",11,"FORAGE",5,0,0
"52399",12709,2003-08-16,"BONY HERRING",8.7,"(6,9]",5,"FORAGE",2,0,0
"52401",12710,2003-08-16,"BONY HERRING",5.1,"(3,6]",10,"FORAGE",7,0,0
"52408",12711,2003-08-16,"BONY HERRING",8.2,"(6,9]",5,"TRAVEL",2,0,0
"52410",12712,2003-08-16,"BONY HERRING",2.6,"(0,3]",5,"UNKNOWN",2,0,0
"52412",12713,2003-08-16,"MAZIWA",4.9,"(3,6]",12,NA,3,0,1
"52415",12714,2003-08-16,"BONY HERRING",8.3,"(6,9]",45,"REST",6,0,0
"52424",12715,2003-08-16,"BONY HERRING",9.3,"(9,12]",18,"REST",9,0,0
"52433",12716,2003-08-16,"BONY HERRING",9.2,"(9,12]",19,"FORAGE",7,0,0
"52440",12717,2003-08-16,"MAZIWA",8.2,"(6,9]",11,"TRAVEL",8,0,0
"52448",12718,2003-08-16,"BONY HERRING",4.8,"(3,6]",8,"UNKNOWN",NA,0,0
"52455",12719,2003-08-16,"BONY HERRING",4.3,"(3,6]",6,"TRAVEL",2,0,0
"52457",12720,2003-08-16,"BONY HERRING",12.2,"(12,15]",6,"REST",NA,0,0
"52472",12721,2003-08-16,"BONY HERRING",11.8,"(9,12]",10,"REST",3,0,0
"52475",12722,2003-08-16,"BONY HERRING",10.2,"(9,12]",5,"FORAGE",2,0,0
"52477",12723,2003-08-16,"BONY HERRING",5.8,"(3,6]",5,"REST",3,0,0
"52480",12724,2003-08-17,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",3,0,0
"52483",12725,2003-08-17,"MAZIWA",4,"(3,6]",9,"TRAVEL",3,0,0
"52486",12726,2003-08-17,"MAZIWA",6.7,"(6,9]",9,"FORAGE",2,0,0
"52488",12727,2003-08-17,"MAZIWA",9.1,"(9,12]",5,"FORAGE",1,0,0
"52489",12728,2003-08-17,"MAZIWA",2.6,"(0,3]",5,"FORAGE",1,0,0
"52490",12729,2003-08-17,"MAZIWA",6.7,"(6,9]",5,"REST",1,0,0
"52491",12730,2003-08-17,"BONY HERRING",8.2,"(6,9]",8,"TRAVEL",5,0,0
"52496",12731,2003-08-17,"BONY HERRING",5.2,"(3,6]",18,"FORAGE",1,0,0
"52497",12732,2003-08-17,"MAZIWA",9.6,"(9,12]",10,"FORAGE",3,0,0
"52500",12733,2003-08-17,"BONY HERRING",12.6,"(12,15]",16,"FORAGE",4,0,0
"52504",12734,2003-08-17,"BONY HERRING",12.8,"(12,15]",6,"SOCIAL",6,0,0
"52510",12735,2003-08-17,"BONY HERRING",11.8,"(9,12]",8,"FORAGE",3,0,0
"52513",12736,2003-08-17,"MAZIWA",5.5,"(3,6]",6,"FORAGE",1,0,0
"52514",12737,2003-08-17,"BONY HERRING",7.5,"(6,9]",20,"FORAGE",12,0,0
"52536",12738,2003-08-17,"MAZIWA",5.5,"(3,6]",49,"REST",9,0,0
"52551",12739,2003-08-17,"BONY HERRING",3.4,"(3,6]",18,"TRAVEL",8,0,0
"52559",12740,2003-08-17,"BONY HERRING",14,"(12,15]",5,"FORAGE",3,0,0
